Century 21 Street Realty,real_estate_agent,Москва,sale,flat,5,3,112.0,85000000.0,Хамовники,Комсомольский проспект,42С2,Спортивная,Clerkenwell House
Kalinka Group,real_estate_agent,Москва,sale,flat,24,4,123.0,95000000.0,Фили-Давыдково,Кастанаевская ,66,Кунцевская,Shome
Kalinka Group,real_estate_agent,Москва,sale,flat,53,3,153.0,167970000.0,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,11,5,179.2,105000000.0,Басманный,Старая Басманная ,10С5,Курская,KAZAKOV Grand Loft
Главстрой,developer,Москва,sale,flat,20,3,103.7,40291971.0,Филевский парк,Береговой проезд,2,Фили,Береговой-2
Whitewill,real_estate_agent,Москва,sale,flat,37,2,48.0,42500000.0,Хорошевский,Ленинградский проспект,37/6,Аэропорт,Прайм Парк
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,26,4,139.0,170000000.0,Очаково-Матвеевское,Нежинская ,5к2,Матвеевская,Городские резиденции SPIRES
MR Group,developer,Москва,sale,flat,9,2,42.8,29005560.0,Марьина роща,,,Марьина Роща,Мод ЖК
Contact Real Estate,real_estate_agent,Москва,sale,flat,21,4,137.0,150000000.0,Пресненский,2-я Звенигородская ,12С19,Улица 1905 года,
PEOPLE,real_estate_agent,Москва,sale,flat,14,4,172.5,129000000.0,Пресненский, Заморенова,21,Краснопресненская,
Донстрой,developer,Москва,sale,flat,21,1,37.7,19905600.0,Лефортово,,,Площадь Ильича,Символ ЖК
Kalinka Group,real_estate_agent,Москва,sale,flat,14,3,166.3,290000000.0,Хамовники,переулок 1-й Тружеников,16,Киевская,Brodsky
ID 88675389,unknown,Москва,sale,flat,6,2,70.0,31600000.0,Москворечье-Сабурово,переулок 1-й Котляковский,2Ак3,Варшавская,LIFE Варшавская
Пионер,developer,Москва,sale,flat,11,1,55.8,52675646.0,Даниловский,,,Павелецкая,Опус ЖК
Whitewill,real_estate_agent,Москва,sale,flat,15,2,58.54,61000000.0,Пресненский, Костикова,4к4,Улица 1905 года,Lucky
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,19,3,99.0,53000000.0,Хорошево-Мневники,Шелепихинская набережная,34к2зд2,Шелепиха,Сердце Столицы
Tekta Group,developer,Москва,sale,flat,34,1,31.2,15178800.0,Нагорный,,2,Нагорная,Твелв ЖК
Kalinka Group,real_estate_agent,Москва,sale,flat,40,4,138.0,135000000.0,Хорошевский,Ленинградский проспект,37/5,Аэропорт,Прайм Парк
PEOPLE,real_estate_agent,Москва,sale,flat,21,5,190.0,210000000.0,Пресненский,Мантулинская ,9к2,Деловой центр,City Park
Sminex,developer,Москва,sale,flat,26,1,35.67,21910000.0,Марфино, Академика Королева,21,Бутырская,Дом Достижение
PEOPLE,real_estate_agent,Москва,sale,flat,21,3,126.0,160000000.0,Пресненский,2-я Звенигородская ,14,Улица 1905 года,Lucky
Владислав Карпов,realtor,Москва,sale,flat,28,2,64.5,49000000.0,Раменки,Винницкая ,8к2,Раменки,Настоящее
MR Group,developer,Москва,sale,flat,59,1,30.4,,Можайский,,,Давыдково,Веер ЖК
PEOPLE,real_estate_agent,Москва,sale,flat,21,3,82.0,103000000.0,Пресненский,2-я Звенигородская ,14,Улица 1905 года,Lucky
ID 85604823,unknown,Москва,sale,flat,41,2,50.0,34000000.0,Хорошево-Мневники,Шелепихинская набережная,34к5,Шелепиха,Сердце Столицы
Трансстройинвест,developer,Москва,sale,flat,23,2,44.1,21442875.0,Очаково-Матвеевское,Очаково мкр,,Озёрная,ОМ ЖК
PEOPLE,real_estate_agent,Москва,sale,flat,21,3,112.5,150000000.0,Пресненский, Костикова,4к1,Улица 1905 года,Lucky
PROНЕДВИЖИМОСТЬ,real_estate_agent,Москва,sale,flat,33,3,97.7,36990000.0,Рязанский, Михайлова,30Ак4,Плющево,Михайловский парк
КРОСТ,developer,Москва,sale,flat,28,2,47.9,22081900.0,Хорошево-Мневники, Генерала Глаголева,,Народное Ополчение,CRYSTAL Трилогия
PEOPLE,real_estate_agent,Москва,sale,flat,21,4,165.0,200000000.0,Пресненский, Костикова,4к4,Улица 1905 года,Lucky
Level Group,developer,Москва,sale,flat,26,2,41.5,19133232.0,Нагатино-Садовники,Нагатинская набережная,10А,Нагатинская,Level Нагатинская
Kalinka Group,real_estate_agent,Москва,sale,flat,7,3,95.7,106990000.0,Замоскворечье,Садовническая ,57С1,Павелецкая,Wine House
Центр-Инвест,developer,Москва,sale,flat,9,2,69.9,69134455.0,Таганский,Серебрянический переулок,8,Китай-город,Титул на Серебрянической
Времена года,real_estate_agent,Москва,sale,flat,7,4,191.0,310000000.0,Хамовники, Льва Толстого,23С5,Парк Культуры,Литератор
UNIQ Development,developer,Москва,sale,flat,25,3,109.2,89544000.0,Фили-Давыдково,Малая Филевская ,46,Кунцевская,Springs
Kalinka Group,real_estate_agent,Москва,sale,flat,51,3,78.0,37200000.0,Раменки,Мичуринский проспект,56,Раменки,"Небо — Небоскребы на Мичуринском, 56"
MR Group,developer,Москва,sale,flat,36,3,88.0,70149112.0,Беговой,Ленинградский проспект,вл8,Белорусская,Slava
Intermark Real Estate,real_estate_agent,Москва,sale,flat,22,3,114.7,63500000.0,Донской, Вавилова,2,Ленинский проспект,Нескучный сад
ФСК,developer,Москва,sale,flat,8,2,65.7,51377400.0,Хорошево-Мневники, Шеногина,,Хорошёво,Sydney Prime
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,11,5,179.2,105000000.0,Басманный,Старая Басманная ,10С5,Курская,KAZAKOV Grand Loft
Tekta Group,developer,Москва,sale,flat,27,1,28.1,19363710.0,Даниловский,,1,Крестьянская застава,Эра ЖК
Kalinka Group,real_estate_agent,Москва,sale,flat,38,5,216.6,130000000.0,Раменки,Мосфильмовская ,70к1,Ломоносовский проспект,Воробьевы Горы
РГ-Девелопмент,developer,Москва,sale,flat,26,2,55.5,19288526.0,Соколиная гора,,,Соколиная гора,Семеновский Парк 2 ЖК
Kalinka Group,real_estate_agent,Москва,sale,flat,53,3,150.0,135000000.0,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
Forma,developer,Москва,sale,flat,29,2,57.1,21560960.0,Печатники,,,Нагатинский Затон,Портлэнд ЖК
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,Москва,sale,flat,7,3,75.0,41500000.0,Басманный, Земляной Вал,34С4,Курская,
Пионер,developer,Москва,sale,flat,39,3,70.5,47630082.0,Даниловский,,,Павелецкая,Хай Лайф ЖК
Romanov Estate,real_estate_agent,Москва,sale,flat,6,2,65.8,46999999.0,Даниловский,,,Павелецкая,Опус ЖК
Capital Group,developer,Москва,sale,flat,4,3,135.3,207000000.0,Якиманка,Софийская набережная,10,,"Золотой, жилой квартал"
Intermark Real Estate,real_estate_agent,Москва,sale,flat,7,3,74.0,41500000.0,"Кв-ра ""под ключ"" в Басманном е3-комн. квартира",74 м²,5/7 этаж,,
EraOneHolding,developer,Москва,sale,flat,8,3,128.6,128600000.0,Арбат, Арбат,24,Смоленская,Turandot Residences
Мечты в квадрате,real_estate_agent,Москва,sale,flat,9,4,84.5,52000000.0,Даниловский,проспект Лихачева,20,Технопарк,Nagatino i-Land
КОРТРОС,developer,Москва,sale,flat,49,3,79.14,32051700.0,Марьина роща,,,Марьина Роща,Тэйт ЖК
Kalinka Group,real_estate_agent,Москва,sale,flat,6,3,80.0,82000000.0,Замоскворечье,Большой Ордынский переулок,4С4,Третьяковская,Собрание клубных домов ORDYNKA
St Michael,developer,Москва,sale,flat,16,2,30.97,,Хорошево-Мневники, Берзарина,,Серебряный Бор,Квартал Серебряный Бор
Kalinka Group,real_estate_agent,Москва,sale,flat,11,3,134.5,90000000.0,Якиманка, Серафимовича,2,Боровицкая,
Концерн КРОСТ,developer,Москва,sale,flat,19,1,39.6,23760000.0,Щукино, Ротмистрова,2,Октябрьское поле,Театральный квартал
Whitewill,real_estate_agent,Москва,sale,flat,21,4,160.6,168000000.0,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky
Пионер,developer,Москва,sale,flat,26,1,23.9,22602971.0,Даниловский,,,Павелецкая,Хай Лайф ЖК
ФОРА,real_estate_agent,Москва,sale,flat,6,3,137.7,44500000.0,Хорошевский,2-й Хорошевский проезд,9К1,Беговая,
Kalinka Group,real_estate_agent,Москва,sale,flat,7,3,125.3,100000000.0,Очаково-Матвеевское,Староволынская ,15к3,Матвеевская,Ближняя дача
Среда,developer,Москва,sale,flat,44,3,83.71,28859441.0,Кунцево,48-й кв-л,,Кунцевская,Кутузовский Квартал ЖК
Whitewill,real_estate_agent,Москва,sale,flat,37,4,88.4,72990000.0,Хорошевский,Ленинградский проспект,37/5,Аэропорт,Прайм Парк
Времена года,real_estate_agent,Москва,sale,flat,7,4,191.0,310000000.0,Хамовники, Льва Толстого,23С5,Парк Культуры,Литератор
MR Group,developer,Москва,sale,flat,28,3,87.7,32115301.0,Даниловский,,,Павелецкая,Павелецкая Сити ЖК
Smolenka Estate,real_estate_agent,Москва,sale,flat,9,2,60.7,74100000.0,Тверской,1-я Тверская-Ямская ,2,Маяковская,Vesper Tverskaya
HOUSE MALL - Городская недвижимость,real_estate_agent,Москва,sale,flat,59,4,165.0,50500000.0,Ростокино,проспект Мира,188Бк3,Ростокино,Триколор
Имена,developer,Москва,sale,flat,14,2,50.8,42316400.0,Дорогомилово,1-й Можайский тупик,8АС1,Киевская,D'ORO MILLE
ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,Москва,sale,flat,85,2,90.3,75000000.0,Пресненский,1-й Красногвардейский проезд,21с1,Деловой центр,
HOUSE MALL - Городская недвижимость,real_estate_agent,Москва,sale,flat,22,3,84.0,45000000.0,Свиблово,Сельскохозяйственная ,38к2,Ботанический сад,LIFE-Ботанический сад
КОРТРОС,developer,Москва,sale,flat,49,1,40.62,18197760.0,Марьина роща,,,Марьина Роща,Тэйт ЖК
Kalinka Group,real_estate_agent,Москва,sale,flat,21,2,64.76,68500000.0,Пресненский, Костикова,4к1,Улица 1905 года,Lucky
Apple Real Estate,real_estate_agent,Москва,sale,flat,4,5,211.5,95000000.0,Крылатское,Островной проезд,7К1,Молодёжная,Остров Фантазий
РКС Девелопмент,developer,Москва,sale,flat,16,2,55.54,22582564.0,Даниловский,Автозаводская ,24К1,Тульская,Дом на набережной INSIDER
Kalinka Group,real_estate_agent,Москва,sale,flat,32,2,64.4,51000000.0,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
Владислав Карпов,realtor,Москва,sale,flat,28,1,40.0,30500000.0,Раменки,Винницкая ,8к3,Раменки,Настоящее
Sense Development,developer,Москва,sale,flat,13,1,58.8,37642247.0,Даниловский, Даниловский Вал,1А,Тульская,Logos
Анна Журавлева,realtor,Москва,sale,flat,9,2,43.5,10000000.0,Печатники,Шоссейная ,8,Печатники,
PEOPLE,real_estate_agent,Москва,sale,flat,10,5,178.7,184900000.0,Раменки,Минская ,2Вк3,Минская,Снегири Эко
Главстрой,developer,Москва,sale,flat,35,3,95.73,40514371.0,Котловка,31/2,31/2,Профсоюзная,Новые Академики ЖК
Времена года,real_estate_agent,Москва,sale,flat,7,4,173.6,451500000.0,Хамовники, Ефремова,19к2,Спортивная,Knightsbridge Private Park
Villagio Realty,real_estate_agent,Москва,sale,flat,11,2,73.4,70000000.0,Тверской,Лесная ,4с1,Белорусская,
Донстрой,developer,Москва,sale,flat,9,2,87.9,146485350.0,Хамовники,531-й кв-л,,Спортивная,Дом 22 ЖК
Whitewill,real_estate_agent,Москва,sale,flat,3,5,325.0,380000000.0,Тверской,Долгоруковская ,23А,Новослободская,Cameo Moscow Villas
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,18,5,220.0,90000000.0,Раменки, Улофа Пальме,1с7,Минская,
MR Group,developer,Москва,sale,flat,7,1,78.45,196125000.0,Арбат,Крестовоздвиженский переулок,4,Арбатская,LUCE
BARNES International Realty,real_estate_agent,Москва,sale,flat,6,3,138.0,129000000.0,Тверской,1-й Колобовский переулок,14,Трубная,
Среда,developer,Москва,sale,flat,13,1,35.3,14608904.0,Очаково-Матвеевское,Очаково мкр,,Аминьевская,Среда на Лобачевского
Whitewill,real_estate_agent,Москва,sale,flat,53,3,124.0,118000000.0,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
MHEstate - Элитная недвижимость,real_estate_agent,Москва,sale,flat,30,3,134.0,68000000.0,Проспект Вернадского,проспект Вернадского,37к1А,Проспект Вернадского,
Absolute Premium,developer,Москва,sale,flat,18,3,118.1,134761000.0,Хамовники,,,Воробьёвы горы,Коллекция Лужники ЖК
Kalinka Group,real_estate_agent,Москва,sale,flat,7,3,74.9,41500000.0,Басманный, Земляной Вал,34С4,Курская,
BRIGHT ESTATE - городская недвижимость,real_estate_agent,Москва,sale,flat,12,3,136.9,250000000.0,Хамовники, Усачева,13,Спортивная,Садовые кварталы
Ташир,developer,Москва,sale,flat,32,3,83.7,,Черемушки,Херсонская ,43к5,Зюзино,ONYX Deluxe
Kalinka Group,real_estate_agent,Москва,sale,flat,9,3,101.7,69950000.0,Замоскворечье,Вишняковский переулок,23,Новокузнецкая,
ID 87270564,homeowner,Москва,sale,flat,9,2,45.0,24000000.0,Свиблово,Лазоревый проезд,4,Ботанический сад,
COLDY,developer,Москва,sale,flat,15,3,112.49,85627388.0,Даниловский, Серпуховский Вал,7,Тульская,Дом 7 Даниловский
Центрис,real_estate_agent,Москва,sale,flat,8,4,173.9,224900000.0,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
BARNES International Realty,real_estate_agent,Москва,sale,flat,8,3,70.0,65823293.0,Хамовники,Смоленский бульвар,22/14,Смоленская,
Донстрой,developer,Москва,sale,flat,21,3,78.6,32996280.0,Лефортово,,,Площадь Ильича,Символ ЖК
ZIP Realty,real_estate_agent,Москва,sale,flat,10,1,31.0,14500000.0,Раменки,Мичуринский проспект,10К1,Ломоносовский проспект,
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,6,5,319.3,250000000.0,Беговой, 3-я Ямского Поля,9,Белорусская,Art Residence
TOUCH,developer,Москва,sale,flat,27,2,65.91,44571000.0,Крылатское,Крылатская ,23,Молодёжная,Дом Горизонтов
Kalinka Group,real_estate_agent,Москва,sale,flat,14,2,106.9,160350000.0,Хамовники,переулок 1-й Тружеников,16,Киевская,Brodsky
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,5,3,207.4,432415799.0,Тверской,Никольская ,10/2С2б,Лубянка,St. Nickolas
Пионер,developer,Москва,sale,flat,11,3,85.9,77617693.0,Даниловский,,,Павелецкая,Опус ЖК
Ramenky Realty,real_estate_agent,Москва,sale,flat,12,4,101.2,180000000.0,Хамовники, Ефремова,10,Фрунзенская,Садовые кварталы
Снегири,developer,Москва,sale,flat,4,3,217.0,430000201.0,Раменки,Минская ,2Вк6,Минская,Снегири Эко
Tekta Group,developer,Москва,sale,flat,34,3,57.1,23599430.0,Нагорный,,2,Нагорная,Твелв ЖК
PEOPLE,real_estate_agent,Москва,sale,flat,14,3,97.5,83000000.0,Замоскворечье,Мытная ,7с1,Серпуховская,Английский квартал
Никита Гаврилов,realtor,Москва,sale,flat,17,2,60.0,18550000.0,Марьино,Новочеркасский бульвар,47,Марьино,
Донстрой,developer,Москва,sale,flat,19,2,80.2,94315200.0,Замоскворечье,Большая Татарская ,35С7-9,Новокузнецкая,Татарская 35
SKYEST,real_estate_agent,Москва,sale,flat,14,3,102.0,133500000.0,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
Kalinka Group,real_estate_agent,Москва,sale,flat,8,3,95.0,60000000.0,Даниловский,2-й Павелецкий проезд,5С1,Крестьянская застава,RIVERDALE APARTMENTS
NIKA ESTATE,real_estate_agent,Москва,sale,flat,13,3,82.9,43000000.0,Раменки,Винницкая ,8к2,Раменки,Настоящее
do A.S.A.P.,real_estate_agent,Москва,sale,flat,40,3,110.0,46500000.0,Кунцево,Рублевское шоссе,107,Молодёжная,Рублевские Огни
Whitewill,real_estate_agent,Москва,sale,flat,37,3,76.0,47500000.0,Беговой,Северный ао,К2,Белорусская,Слава ЖК
